title,link,summary,date
Alex Carey for 'injured' Rishabh Pant not a straight swap for Delhi Capitals,https://www.espncricinfo.com/story/alex-carey-for-injured-rishabh-pant-not-a-straight-swap-for-delhi-capitals-1235703,Absence of a back-up Indian wicketkeeper has affected the dynamics of their XI at a crucial time,12-Oct-2020
Queensland hunt innings victory after Michael Neser's maiden hundred,https://www.espncricinfo.com/series/sheffield-shield-2020-21-1233442/queensland-vs-tasmania-2nd-match-1233444/match-report-3,Tasmania face a tough task to save the game on the final day after Neser continued his fine start to the season,12-Oct-2020
Michael Neser and Ashton Agar achieve rare double in the space of an hour,https://www.espncricinfo.com/story/sheffield-shield-2020-21-michael-neser-and-ashton-agar-achieve-rare-sheffield-shield-double-1235686,Neser followed a five-wicket haul with a century while Agar backed up a hundred with a five-wicket bag,12-Oct-2020
Alistair Nicholson steps down as Australian Cricketers Association chief executive,https://www.espncricinfo.com/story/alistair-nicholson-steps-down-as-australian-cricketers-association-chief-executive-1235677,Nicholson's six-year stint included the Newlands ball-tampering scandal and more recently the Covid-19 fallout,11-Oct-2020
Rishabh Pant sidelined from IPL 2020 'for a week' because of hamstring injury,https://www.espncricinfo.com/story/ipl-2020-delhi-capitals-vs-mumbai-indians-rishabh-pant-out-for-a-week-because-of-hamstring-injury-1235665,"'He is going to be resting for a week,' says the Capitals' captain Shreyas Iyer",11-Oct-2020
All-round Mumbai Indians ease their way past Delhi Capitals to the top of the table,https://www.espncricinfo.com/series/ipl-2020-21-1210595/mumbai-indians-vs-delhi-capitals-27th-match-1216529/match-report,Mumbai's bowlers set the stage for the batsmen to clinch the win with an impressive performance,11-Oct-2020
"Haris Rauf, Imad Wasim put Northern in semi-finals",https://www.espncricinfo.com/story/pakistan-national-t20-cup-haris-rauf-and-imad-wasim-put-northern-in-semi-finals-1235641,Southern Punjab slide to fifth loss in six games to sit bottom of the table,11-Oct-2020
Rahul Tewatia and Riyan Parag star as Rajasthan Royals pull off another heist,https://www.espncricinfo.com/series/ipl-2020-21-1210595/sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507/match-report,"Sunrisers bossed the game for 36 overs, and then they let it slip away",11-Oct-2020
"Where and when to watch MI vs DC live match at 7.30 PM IST on October 11, 2020",https://www.espncricinfo.com/story/mumbai-indians-vs-delhi-capitals-live-streaming-where-to-watch-mi-vs-dc-ipl-2020-7-30-pm-oct-11-1235585,"How, where and when to watch Mumbai Indians vs Delhi Capitals live match at 7.30 PM IST on October 11, 2020",11-Oct-2020
"Delhi Capitals vs Mumbai Indians, IPL 2020 - Rolling Report",https://www.espncricinfo.com/story/delhi-capitals-vs-mumbai-indians-ipl-2020-rolling-report-1235598,"ESPNcricinfo's updates from the 27th match of IPL 2020, in Abu Dhabi",11-Oct-2020
"Rawalpindi to host Zimbabwe ODIs, Lahore gets T20Is",https://www.espncricinfo.com/story/pakistan-vs-zimbabwe-2020-rawalpindi-to-host-odis-and-lahore-gets-t20is-1235611,The PCB has swapped the venues but the tour dates remain the same,11-Oct-2020
KKR sweat over Sunil Narine and Andre Russell as in-form RCB loom,https://www.espncricinfo.com/series/ipl-2020-21-1210595/royal-challengers-bangalore-vs-kolkata-knight-riders-28th-match-1216540/match-preview,"Virat Kohli has scores of 100, 84 and 68 in his last three games against the Knight Riders",11-Oct-2020
Rajasthan Royals vs Sunrisers Hyderabad: Rolling Report,https://www.espncricinfo.com/story/rajasthan-royals-vs-sunrisers-hyderabad-ipl-2020-rolling-report-1235541,"ESPNcricinfo's updates from the 26th match of IPL 2020, in Dubai",11-Oct-2020
"Where and when to watch SRH vs RR live match at 3.30 PM IST on October 11, 2020",https://www.espncricinfo.com/story/sunrisers-hyderabad-vs-rajasthan-royals-live-streaming-where-to-watch-srh-vs-rr-ipl-2020-3-30-pm-oct-11-1235582,"How, where and when to watch Sunrisers Hyderabad vs Rajasthan Royals live match at 3.30 PM IST on October 11, 2020",11-Oct-2020
"Sophie Ecclestone, Deandra Dottin, Chamari Atapattu among overseas stars at Women's T20 Challenge",https://www.espncricinfo.com/story/sophie-ecclestone-deandra-dottin-chamari-atapattu-among-overseas-stars-at-womens-t20-challenge-1235590,"Australian players, however, will skip the tournament since it clashes with the Women's BBL",11-Oct-2020
"Ashton Agar, Josh Inglis and Jake Weatherald cash in with centuries",https://www.espncricinfo.com/series/sheffield-shield-2020-21-1233442/south-australia-vs-western-australia-1st-match-1233443/match-report-2,Only one wicket fell while 349 runs were scored on the second day at Karen Rolton Oval,11-Oct-2020
Marnus Labuschagne's Sheffield Shield best puts Queensland in command,https://www.espncricinfo.com/series/sheffield-shield-2020-21-1233442/queensland-vs-tasmania-2nd-match-1233444/match-report-2,Bryce Street and Matt Renshaw also played important hands as Tasmania paid for dropped chances,11-Oct-2020
Alex Hales returns to the Sydney Thunder for BBL,https://www.espncricinfo.com/story/big-bash-2020-21-alex-hales-returns-to-the-sydney-thunder-1235573,Hales was the second-highest run scorer in last year's tournament and will be available for the whole competition,11-Oct-2020
MS Dhoni on CSK's season so far: 'Too many holes in the ship',https://www.espncricinfo.com/story/csk-vs-rcb-ipl-2020-ms-dhoni-on-csk-s-season-so-far-too-many-holes-in-the-ship-1235561,"The captain wants his batsmen to be more positive, particularly through the middle overs",10-Oct-2020
"Sunil Narine reported for suspect action again, placed in 'warning list'",https://www.espncricinfo.com/story/ipl-2020-kxip-vs-kkr-sunil-narine-reported-for-suspect-action-again-placed-in-warning-list-1235556,"The Knight Riders spinner can continue bowling, but another report would lead to suspension",10-Oct-2020
"Chamu Chibhabha named captain, Blessing Muzarabani also in squad for Pakistan tour",https://www.espncricinfo.com/story/pak-vs-zim-chamu-chibhabha-named-zimbabwe-captain-blessing-muzarabani-also-in-squad-for-pakistan-tour-1235552,"Sean Williams is part of the travelling squad only as a player, while Kyle Jarvis failed to make the cut",10-Oct-2020
Kohli's 90* leads Royal Challengers' demolition of Super Kings,https://www.espncricinfo.com/series/ipl-2020-21-1210595/chennai-super-kings-vs-royal-challengers-bangalore-25th-match-1216525/match-report,The flaws in Dhoni's team were laid bare as they crumbled in chase of 170,10-Oct-2020
Central Punjab lose despite Babar Azam's 86; Awais Zia's 49-ball 92* outshines Shoaib Malik's heroics,https://www.espncricinfo.com/story/national-t20-central-punjab-lose-despite-babar-azam-s-86-awais-zia-s-49-ball-92-outshines-shoaib-malik-s-heroics-1235515,"Sindh chased down 170 against Central Punjab, while Balochistan crushed Khyber Pakhtunkhwa by six wickets",10-Oct-2020
"Sunil Narine, Prasidh Krishna pull off heist against Kings XI Punjab",https://www.espncricinfo.com/series/ipl-2020-21-1210595/kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523/match-report,Kings XI Punjab choke at finale of 165 chase after being 144 for 1,10-Oct-2020
Chennai Super Kings vs Royal Challengers Bangalore: Rolling Report,https://www.espncricinfo.com/story/chennai-super-kings-vs-royal-challengers-bangalore-ipl-2020-rolling-report-1235500,"ESPNcricinfo's updates from the 25th match of IPL 2020, in Dubai",10-Oct-2020
"Where and when to watch CSK vs RCB live match at 7.30 PM IST on October 10, 2020",https://www.espncricinfo.com/story/chennai-super-kings-vs-royal-challengers-bangalore-live-streaming-where-to-watch-csk-vs-rcb-ipl-2020-7-30-pm-oct-10-1235200,"How, where and when to watch Chennai Super Kings vs Royal Challengers Bangalore live match at 7.30 PM IST on October 10, 2020",10-Oct-2020
Mumbai Indians vs Delhi Capitals - a star-studded affair on Super Sunday,https://www.espncricinfo.com/series/ipl-2020-21-1210595/mumbai-indians-vs-delhi-capitals-27th-match-1216529/match-preview,The death overs battle between the top two teams is likely to be especially exciting,10-Oct-2020
Ben Stokes boost for struggling Rajasthan Royals against rejuvenated Sunrisers Hyderabad,https://www.espncricinfo.com/series/ipl-2020-21-1210595/sunrisers-hyderabad-vs-rajasthan-royals-26th-match-1216507/match-preview,"Sunrisers have won three of their last four games, Royals are on a four-match losing streak",10-Oct-2020
Darren Gough recognised with MBE in Queen's birthday honours,https://www.espncricinfo.com/story/darren-gough-recognised-with-mbe-in-queen-s-birthday-honours-1235226,Former England fast bowler honoured for services to cricket and charity,10-Oct-2020
"Where and when to watch KXIP vs KKR live match at 3.30 PM IST on October 10, 2020",https://www.espncricinfo.com/story/kings-xi-punjab-vs-kolkata-knight-riders-live-streaming-where-to-watch-kxip-vs-kkr-ipl-2020-3-30-pm-oct-10-1235191,"How, where and when to watch Kings XI Punjab vs Kolkata Knight Riders live match at 3.30 PM IST on October 10, 2020",10-Oct-2020
Shimron Hetmyer - 'Ricky Ponting helping me become a better finisher',https://www.espncricinfo.com/story/delhi-capitals-batsman-shimron-hetmyer-ricky-ponting-helping-me-become-a-better-finisher-1235192,West Indies batsman also learning to play the pull shot better,10-Oct-2020
Kings XI Punjab vs Kolkata Knight Riders: Rolling Report,https://www.espncricinfo.com/story/kings-xi-punjab-vs-kolkata-knight-riders-ipl-2020-rolling-report-1235190,"ESPNcricinfo's updates from the 24th match of IPL 2020, in Abu Dhabi",10-Oct-2020
Western Australia take the honours despite Lloyd Pope's haul,https://www.espncricinfo.com/series/sheffield-shield-2020-21-1233442/south-australia-vs-western-australia-1st-match-1233443/match-report,Cameron Green started with a half-century while Ashton Agar was unbeaten as he helped steady the innings,10-Oct-2020
Michael Neser launches season with five but Beau Webster lifts Tasmania,https://www.espncricinfo.com/series/sheffield-shield-2020-21-1233442/queensland-vs-tasmania-2nd-match-1233444/match-report,Tasmania's lower order hauled them to a respectable total after they suffered an afternoon collapse,10-Oct-2020
Impressive Delhi Capitals stifle Rajasthan Royals to go top of the table,https://www.espncricinfo.com/series/ipl-2020-21-1210595/rajasthan-royals-vs-delhi-capitals-23rd-match-1216500/match-report,The Capitals showed why they're among the title favourites this year as they tied down the Royals by 46 runs in Sharjah,09-Oct-2020
Lahore to replace Multan as partial host for Zimbabwe tour,https://www.espncricinfo.com/story/lahore-to-replace-multan-as-partial-host-for-zimbabwe-tour-1235140,Multan was originally scheduled to host the three-match ODI series,09-Oct-2020
"Chennai Super Kings, Royal Challengers Bangalore seek middle-order boost",https://www.espncricinfo.com/series/ipl-2020-21-1210595/chennai-super-kings-vs-royal-challengers-bangalore-25th-match-1216525/match-preview,"If Morris is fit, he is likely to replace Udana in the RCB XI",09-Oct-2020
"Khushdil Shah scores fastest T20 ton by a Pakistani batsman; Babar Azam, Faheem Ashraf trounce Northern",https://www.espncricinfo.com/story/national-t20-babar-azam-faheem-ashraf-help-central-punjab-inflict-first-defeat-on-northern-1235128,"Shah slammed eight fours and nine sixes during his 36-ball 100, breaking Ahmed Shehzad's record by five balls",09-Oct-2020
Blessing Muzarabani set for Zimbabwe return after release by Northamptonshire,https://www.espncricinfo.com/story/blessing-muzarabani-set-for-zimbabwe-return-after-release-by-northamptonshire-1235131,Tall fast bowler could be considered for Pakistan tour after return from Kolpak spell,09-Oct-2020
Will Chris Gayle return as struggling Kings XI Punjab face rising Kolkata Knight Riders?,https://www.espncricinfo.com/series/ipl-2020-21-1210595/kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523/match-preview,The Kings XI are at the bottom of the points table with just one win from six games,09-Oct-2020
"Delhi Capitals vs Rajasthan Royals, IPL 2020: Rolling Report",https://www.espncricinfo.com/story/delhi-capitals-vs-rajasthan-royals-ipl-2020-rolling-report-1235102,"ESPNcricinfo's updates from the 23rd match of IPL 2020, in Sharjah",09-Oct-2020
"Where and when to watch DC vs RR live match at 7:30 PM IST on October 9, 2020",https://www.espncricinfo.com/story/delhi-capitals-vs-rajasthan-royals-live-streaming-where-to-watch-dc-vs-rr-ipl-2020-7-30pm-oct-9-1235079,"How, where and when to watch Delhi Capitals vs Rajasthan Royals live match at 7:30 PM IST on October 9, 2020",09-Oct-2020
Sharjah likely to host Women's T20 Challenge,https://www.espncricinfo.com/story/women-s-t20-challenge-2020-sharjah-the-likely-venue-of-three-team-tournament-1235100,The Indian players taking part are likely to assemble in Mumbai on October 13 for a nine-day quarantine,09-Oct-2020
Domestic cricket in South Africa to resume on November 2,https://www.espncricinfo.com/story/domestic-cricket-in-south-africa-to-resume-on-november-2-1235095,The summer will start with the four-day franchise competition and will end with the T20 Cup,09-Oct-2020
Monte Lynch reveals racist abuse from players and supporters during playing career,https://www.espncricinfo.com/story/monte-lynch-reveals-racist-abuse-from-players-and-supporters-during-playing-career-1235064,"Former England batsman says planned autobiography for next year ""will cause a stir""",09-Oct-2020
Jonny Bairstow seeks Hundred payday as Ollie Pope replaces him at Welsh Fire,https://www.espncricinfo.com/story/jonny-bairstow-seeks-hundred-payday-as-ollie-pope-replaces-him-at-welsh-fire-1235010,Bairstow in talks with Cardiff-based team after losing Test central contract,09-Oct-2020
Victoria to play just two Shield games in Adelaide; Handscomb flags pacers' concerns,https://www.espncricinfo.com/story/sheffield-shield-2020-victoria-to-play-just-two-shield-games-in-adelaide-peter-handscomb-flags-pacers-concerns-1235081,Victoria captain Peter Handscomb said their quicks are unable to build up bowling loads due to quarantine restrictions,09-Oct-2020
Dumped Usman Khawaja praises selection process,https://www.espncricinfo.com/story/dumped-usman-khawaja-praises-australia-s-selection-process-1235077,Batsman thinks communication lines with selectors better than ever,09-Oct-2020
Bairstow 97 seals Sunrisers victory as Pooran's 77 goes in vain,https://www.espncricinfo.com/series/ipl-2020-21-1210595/sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542/match-report,"Rashid also played his part, taking 3 for 12, as Sunrisers climbed to third on the points table",08-Oct-2020
England's winter tours: What is the current state of play?,https://www.espncricinfo.com/story/england-s-winter-tours-to-south-africa-sri-lanka-india-what-is-the-current-state-of-play-1235036,"Potential trips to South Africa, Sri Lanka and India remain on the table",08-Oct-2020
"Sunrisers Hyderabad vs Kings XI Punjab, IPL 2020 - Rolling Report",https://www.espncricinfo.com/story/sunrisers-hyderabad-vs-kings-xi-punjab-ipl-2020-rolling-report-1235012,"ESPNcricinfo's updates from the 22nd match of IPL 2020, in Dubai",08-Oct-2020
"Where and when to watch SRH vs KXIP live match at 7.30 PM IST on October 8, 2020",https://www.espncricinfo.com/story/sunrisers-hyderabad-v-kings-xi-punjab-live-streaming-where-to-watch-srh-vs-kxip-ipl-2020-7-30-pm-oct-8-1234997,"How, where and when to watch Sunrisers Hyderabad vs Kings XI Punjab live match at 7.30 PM IST on October 8, 2020",08-Oct-2020
The Ashwin vs Buttler subplot as Rajasthan Royals look to relaunch against high-flying Delhi Capitals,https://www.espncricinfo.com/series/ipl-2020-21-1210595/rajasthan-royals-vs-delhi-capitals-23rd-match-1216500/match-preview,"Steven Smith's men return to Sharjah, where they have won both their matches so far",08-Oct-2020
"Meg Lanning resumes reign at top of ODI rankings, Rachael Haynes achieves career-best",https://www.espncricinfo.com/story/icc-women-s-odi-rankings-meg-lanning-resumes-reign-at-top-of-odi-rankings-rachael-haynes-achieves-career-best-1234891,"Lanning achieves No. 1 ODI position for fifth time, spinner Jess Jonassen retains the bowlers' top spot",08-Oct-2020
Sheffield Shield edges back from Covid-19 precipice but uncertainty will remain,https://www.espncricinfo.com/story/sheffield-shield-edges-back-from-covid-19-precipice-but-uncertainty-will-remain-1234892,"Cricket Australia hopes to be able to complete a full top-level domestic schedule, with the season set to extend well into April",08-Oct-2020
Vernon Philander's younger brother reportedly shot dead,https://www.espncricinfo.com/story/former-south-africa-fast-bowler-vernon-philander-s-younger-brother-reportedly-shot-dead-1234885,"Philander says family ""coming to terms with the brutal murder""",08-Oct-2020
Cricket Australia high performance chief concedes spin bowling needs greater focus,https://www.espncricinfo.com/story/cricket-australia-high-performance-chief-concedes-spin-bowling-needs-greater-focus-1234873,There is a hope that pitches will start to provide more encouragement in first-class cricket,08-Oct-2020
Matthew Mott: Alyssa Healy's pre-match talk helped motivate record-equalling victory,https://www.espncricinfo.com/story/matthew-mott-on-australia-women-s-odi-streak-alyssa-healy-s-pre-match-talk-helped-motivate-record-equalling-victory-1234867,"Praises stand-in captain Haynes, and others for stepping up 'at different times' in absence of Lanning and Perry",08-Oct-2020
"Sheffield Shield preview: Squads, players to watch, new signings and fixtures",https://www.espncricinfo.com/story/sheffield-shield-preview-squads-players-to-watch-new-signings-and-fixtures-1234188,Australia's first-class competition will start in an Adelaide-based hub for four rounds with New South Wales looking to defend their title,08-Oct-2020
New South Wales depart early for Sheffield Shield after Sydney Covid-19 cases,https://www.espncricinfo.com/story/new-south-wales-depart-early-for-sheffield-shield-after-sydney-covid-19-cases-1234857,Mitchell Starc and Nathan Lyon are part of the squad for the defending champions,07-Oct-2020
New Zealand domestic season to begin on October 19 with Plunket Shield,https://www.espncricinfo.com/story/new-zealand-domestic-season-to-begin-on-october-19-with-plunket-shield-1234855,Men's and women's one-day competitions will start in late November,07-Oct-2020
"Rahul Tripathi, bowling innovations carry Kolkata Knight Riders to ten-run win",https://www.espncricinfo.com/series/ipl-2020-21-1210595/kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501/match-report,Dinesh Karthik's team rises to third spot on the table after impressive victory,07-Oct-2020
"Kolkata Knight Riders vs Chennai Super Kings, IPL 2020: Rolling Report",https://www.espncricinfo.com/story/kolkata-knight-riders-vs-chennai-super-kings-ipl-2020-rolling-report-1234810,All the buzz from the IPL 2020 game between the Kolkata Knight Riders and the Chennai Super Kings,07-Oct-2020
"Where and when to watch KKR vs CSK live match at 7.30 PM IST on October 7, 2020",https://www.espncricinfo.com/story/kolkata-knight-riders-vs-chennai-super-kings-live-streaming-where-to-watch-kkr-vs-csk-ipl-2020-7-30pm-oct-7-1234791,"How, where and when to watch Kolkata Knight Riders vs Chennai Super Kings live match at 7.30 PM IST on October 7, 2020",07-Oct-2020
"Top-heavy Kings XI Punjab and Sunrisers Hyderabad look for right XIs, rise in points table",https://www.espncricinfo.com/series/ipl-2020-21-1210595/sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542/match-preview,"KL Rahul the anchor a worry for Kings XI, while Sunrisers could play an overseas allrounder",07-Oct-2020
Rachael Haynes reflects on 'special achievement' as Australia prove unstoppable,https://www.espncricinfo.com/story/australia-v-new-zealand-3rd-odi-2020-rachael-haynes-reflects-on-special-achievement-as-australia-prove-unstoppable-1234793,Australia produced one of their most dominant displays in their 21-match unbeaten run,07-Oct-2020
Ben Stokes returns to cricket with family's 'love and blessing' following father's illness,https://www.espncricinfo.com/story/indian-premier-league-2020-ben-stokes-returns-to-cricket-with-family-s-love-and-blessing-following-father-s-illness-1234784,Cricketer took five-week leave in New Zealand but has linked up with Rajasthan,07-Oct-2020
Marnus Labuschagne's mind wanders to facing Jasprit Bumrah and Mohammed Shami,https://www.espncricinfo.com/story/australia-v-india-marnus-labuschagne-s-mind-wanders-to-facing-jasprit-bumrah-and-mohammed-shami-1234775,"With four Sheffield Shield matches over the next month, Labuschagne is looking forward to getting back in the groove",07-Oct-2020
"Kolkata Knight Riders' Ali Khan injured, but not out of IPL 2020",https://www.espncricinfo.com/story/ipl-2020-kkr-kolkata-knight-riders-ali-khan-injured-but-not-out-of-ipl-2020-1234779,"An IPL release on Tuesday had said Khan would miss the remainder of the season, but ESPNcricinfo understands that he is still available for the Knight Riders",07-Oct-2020
Australia women equal record 21-ODI winning streak with rout of New Zealand,https://www.espncricinfo.com/series/nz-women-in-australia-2020-21-1223934/australia-women-vs-new-zealand-women-3rd-odi-1223946/match-report,Meg Lanning and Ellyse Perry missed the third ODI as stand-in captain Haynes and Healy set-up a 232-run victory,07-Oct-2020
Dean Jones farewelled in final lap of the MCG,https://www.espncricinfo.com/story/dean-jones-farewelled-in-final-lap-of-the-mcg-1234772,"In a memorial service limited to just 10 attendees by Victoria's ongoing coronavirus lockdown, Jones was remembered by those closest to him",07-Oct-2020
Heather Knight and Tammy Beaumont join Sydney Thunder for WBBL,https://www.espncricinfo.com/story/heather-knight-and-tammy-beaumont-join-sydney-thunder-for-wbbl-1234755,West Indies captain Stafanie Taylor returns to the Adelaide Strikers,07-Oct-2020
"Fakhar Zaman, bowlers, give Khyber Pakhtunkhwa fourth straight win",https://www.espncricinfo.com/story/national-t20-cup-fakhar-zaman-bowlers-give-khyber-pakhtunkhwa-fourth-straight-win-1234714,Northern romped to their fifth consecutive win while a Fakhar Zaman-inspired Khyber Pakhtunkhwa condemned Central Punjab to their fourth straight defeat,06-Oct-2020
Suryakumar Yadav and Jasprit Bumrah dismantle Rajasthan Royals,https://www.espncricinfo.com/series/ipl-2020-21-1210595/mumbai-indians-vs-rajasthan-royals-20th-match-1216511/match-report,Suryakumar Yadav's blistering 79 and Bumrah's four-for pushed Mumbai to top of the table,06-Oct-2020
Domestic cricket in Bangladesh to resume with three-team one-day competition,https://www.espncricinfo.com/story/tamim-iqbal-mahmudullah-and-najmul-hossain-shanto-to-lead-teams-in-bangladesh-one-day-competition-1234694,"Tamim Iqbal, Mahmudullah and Najmul Hossain Shanto to lead the teams, Mashrafe Mortaza left out",06-Oct-2020
Andre Russell threat looms large over Chennai Super Kings,https://www.espncricinfo.com/series/ipl-2020-21-1210595/kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501/match-preview,Will they bring in Ngidi or Hazlewood instead of Bravo to handle the KKR allrounder?,06-Oct-2020
"Where and when to watch MI vs RR live match at 7.30 PM IST on October 6, 2020",https://www.espncricinfo.com/story/mumbai-indians-vs-rajasthan-royals-live-streaming-where-to-watch-mi-vs-rr-ipl-2020-7-30pm-oct-6-1234663,"How, where and when to watch Mumbai Indians vs Rajasthan Royals live match at 7.30 PM IST on October 6, 2020",06-Oct-2020
Australia vs India Test series to start with pink-ball game in Adelaide,https://www.espncricinfo.com/story/australia-vs-india-test-series-to-start-with-pink-ball-game-in-adelaide-1234691,Tour likely to start with three ODIs and three T20Is in Brisbane and Adelaide respectively,06-Oct-2020
"Mumbai Indians vs Rajasthan Royals, IPL 2020: Rolling Report",https://www.espncricinfo.com/story/mumbai-indians-vs-rajasthan-royals-ipl-2020-rolling-report-1234690,"All the buzz from the IPL 2020 game between the Mumbai Indians and Rajasthan Royals, in Abu Dhabi",06-Oct-2020
Legal battle looms as players seek commercial rights protections from ICC,https://www.espncricinfo.com/story/legal-battle-looms-as-players-seek-commercial-rights-protections-from-icc-1234688,FICA has written to ICC seeking recompense for players' commercial exploitation with ICC partners,06-Oct-2020
Cricket South Africa to hand over forensic report to parliament portfolio committee,https://www.espncricinfo.com/story/cricket-south-africa-to-hand-over-forensic-report-to-parliament-portfolio-committee-1234686,Independent Director Marius Schoeman offers resignation if the report is not sent,06-Oct-2020
Stiaan van Zyl to fill 2021 overseas slot at Sussex but Kolpak 'joy-ride' over for David Wiese,https://www.espncricinfo.com/story/stiaan-van-zyl-to-fill-2021-overseas-slot-at-sussex-but-kolpak-joy-ride-over-for-david-wiese-1234685,End of Kolpak era means Wiese moving on but van Zyl will see out contract as an overseas player,06-Oct-2020
Cricket Australia-Channel Seven dispute edges closer to court as broadcaster demands arbitration,https://www.espncricinfo.com/story/cricket-australia-channel-seven-dispute-edges-closer-to-court-as-broadcaster-demands-arbitration-1234680,The broadcaster wants independent assessment of the value of their rights which includes Tests and the BBL,06-Oct-2020
Bhuvneshwar Kumar to miss remainder of IPL 2020 due to thigh injury,https://www.espncricinfo.com/story/ipl-2020-bhuvneshwar-kumar-to-miss-remainder-of-tournament-due-to-thigh-injury-1234678,SRH have named left-arm fast bowler Prithvi Raj Yarra as replacement,06-Oct-2020
SLC hopes to become first Full Member to host T10 league with 'commercial' benefits,https://www.espncricinfo.com/story/sri-lanka-cricket-hopes-to-host-t10-league-as-first-full-member-with-commercial-benefits-1234661,"Eyes 2021 as potential window, with 17 double round-robin league games, followed by knockouts",06-Oct-2020
Megan Schutt: 'I haven't been overly pleased with how I've bowled',https://www.espncricinfo.com/story/australia-women-vs-new-zealand-odi-series-2020-megan-schutt-i-haven-t-been-overly-pleased-with-how-i-ve-bowled-1234656,The Australia strike bowler has enjoyed opening the attack with the 'raw pace' of Annabel Sutherland,06-Oct-2020
Afghanistan batsman Najeeb Tarakai dies after road accident,https://www.espncricinfo.com/story/afghanistan-batsman-najeeb-tarakai-dies-after-road-accident-1234652,"The 29-year-old batsman was ""severely injured in a car accident"" on October 2, the Afghanistan board had tweeted on Saturday",06-Oct-2020
Courtney Walsh on a quest to restore West Indies brand to women's team,https://www.espncricinfo.com/story/west-indies-women-courtney-walsh-on-a-quest-to-restore-west-indies-brand-to-women-s-team-1234646,West Indies great sets out blueprint as new head coach of women's team,06-Oct-2020
"Player welfare a priority for 2021, says Tom Harrison, as WTC final at Lord's remains on ECB's agenda",https://www.espncricinfo.com/story/england-cricket-and-covid-19-player-welfare-a-priority-for-2021-as-wtc-final-at-lord-s-remains-on-ecb-agenda-1234635,"Return of crowds to stadia 'fundamental', says CEO, as ECB brace for further disruption",05-Oct-2020
Shaheen Afridi's second five-for seals dominant Khyber Pakhtunkhwa win,https://www.espncricinfo.com/story/pakistan-national-t20-cup-shaheen-afridi-s-second-five-for-seals-dominant-khyber-pakhtunkhwa-win-1234625,Afridi took 5-21 while Imam-ul-Haq made 88 to give Khyber Pakhtunkhwa and Balochistan their third win each,05-Oct-2020
Marcus Stoinis and Kagiso Rabada lead Delhi Capitals' rout of Royal Challengers Bangalore,https://www.espncricinfo.com/series/ipl-2020-21-1210595/royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519/match-report,"Kohli's team never got going in their chase of 197 as Rabada ended with 4 for 24, the best figures of this IPL",05-Oct-2020
Ashwin issues season's 'first and final warning' to all batsmen straying out of crease,https://www.espncricinfo.com/story/ipl-2020-rcb-vs-dc-ashwin-issues-season-s-first-and-final-warning-to-all-batsmen-1234619,"Given Ponting's opinion on this type of dismissal, a potentially delicate dressing room situation was subsequently avoided",05-Oct-2020
Rob Lynch appointed as PCA chief executive,https://www.espncricinfo.com/story/professional-cricketers-association-rob-lynch-appointed-as-pca-chief-executive-1234607,Former Middlesex COO takes on full-time role with players' organisation,05-Oct-2020
Forensic report reveals Thabang Moroe's financial misconduct,https://www.espncricinfo.com/story/forensic-report-reveals-former-csa-ceo-thabang-moroe-s-financial-misconduct-1234597,"According to the report, he had breached the Companies' Act several times, bringing CSA into disrepute",05-Oct-2020
Concern over Bhuvneshwar Kumar's fitness after he misses Sunrisers Hyderabad's match on Sunday,https://www.espncricinfo.com/story/ipl-2020-concern-over-bhuvneshwar-kumar-s-fitness-after-he-misses-sunrisers-hyderabad-s-match-on-sunday-1234591,"He had limped off the field, clutching his hip, in the middle of his last over in the previous match, against Chennai Super Kings",05-Oct-2020
"Delhi Capitals vs Royal Challengers Bangalore, IPL 2020: Rolling Report",https://www.espncricinfo.com/story/delhi-capitals-vs-royal-challengers-bangalore-ipl-2020-rolling-report-1234599,"All the buzz from the IPL 2020 game between the Delhi Capitals and the Royal Challengers Bangalore, in Dubai",05-Oct-2020
"Where and when to watch RCB vs DC live match at 7.30 PM IST on October 5, 2020",https://www.espncricinfo.com/story/royal-challengers-bangalore-vs-delhi-capitals-live-streaming-where-to-watch-rcb-vs-dc-ipl-2020-7-30pm-oct-5-1234573,"How, where and when to watch Royal Challengers Bangalore vs Delhi Capitals live match at 7.30 PM IST on October 5, 2020",05-Oct-2020
Rajasthan Royals in need of batting rejig as Mumbai Indians look to keep momentum going,https://www.espncricinfo.com/series/ipl-2020-21-1210595/mumbai-indians-vs-rajasthan-royals-20th-match-1216511/match-preview,The Royals would want to see Sanju Samson break out of his rut in their second outing in Abu Dhabi,05-Oct-2020
India women to tour Sri Lanka - pending quarantine regulations,https://www.espncricinfo.com/story/india-women-to-tour-sri-lanka-for-five-odis-and-three-t20is-pending-sri-lanka-s-quarantine-regulations-1234598,The major sticking point may be the 14-day quarantine the Sri Lankan health ministry is likely to impose,05-Oct-2020
