title,link,summary,date
Alex Lees unbeaten on fifty as Durham offer tougher resistance than in first innings,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/durham-vs-yorkshire-north-group-1227588/match-report-2,Yorkshire reach 96-run first-innings lead before Durham edge ahead with more spirited second knock,02-Aug-2020
Leus du Plooy century leaves match in the balance,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/derbyshire-vs-nottinghamshire-north-group-1227587/match-report-2,"Derbyshire left-hander scores 130, shares 10th-wicket stand of 80 with Sam Connors",02-Aug-2020
Craig Overton reminds England selectors of his talent with five-wicket haul for Somerset,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/somerset-vs-glamorgan-central-group-1227585/match-report-2,"Overlooked for Test and ODIs after attending England training camp, Overton bags 5 for 38",02-Aug-2020
Unbeaten Ben Slater century lays the foundation for Leicestershire's first-innings reply,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/lancashire-vs-leicestershire-north-group-1227589/match-report-2,Foxes hit with five-run penalty after Dieter Klein hits Danny Lamb on the foot throwing at the stumps,02-Aug-2020
Another Phil Salt fifty gives Sussex healthy lead over Hampshire,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/sussex-vs-hampshire-south-group-1227592/match-report-2,Opening batsman goes from England white-ball squad to twin half-centuries at Hove,02-Aug-2020
Scott Borthwick's unbeaten half-century anchors Surrey after Nick Gubbins falls for 192,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/surrey-vs-middlesex-south-group-1227591/match-report-2,Gubbins builds after resuming on 150 not out ahead of Middlesex declaration,02-Aug-2020
Tim Bresnan century steels Warwickshre after Rob Yates provides the glue against Northants,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/warwickshire-vs-northamptonshire-central-group-1227586/match-report-2,"Bresnan scores ton in first knock for Bears, Yates chimes in with 88",02-Aug-2020
Nick Browne reaches fifty for Essex but Kent remain in control,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/essex-vs-kent-south-group-1227590/match-report-2,Browne labours against consistent Kent attack in bid to provide a backbone to Essex innings,02-Aug-2020
"Daryl Mitchell, Jake Libby dominate for Worcestershire against Gloucestershire",https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/gloucestershire-vs-worcestershire-central-group-1227584/match-report-2,Pair post half-centuries as Worcs trail by 44 runs on first innings with eight wickets in hand,02-Aug-2020
Ireland look to learn new tricks from Curtis Campher,https://www.espncricinfo.com/story/ireland-look-to-learn-new-tricks-from-curtis-campher-1228267,Captain Andy Balbirnie calls on top order to emulate exciting young import,02-Aug-2020
IPL 2020: UAE to host tournament from September 19 to November 10,https://www.espncricinfo.com/story/ipl-2020-uae-to-host-tournament-from-september-19-to-november-10-1228264,"Each squad will be allowed a maximum of 24 players, and unlimited Covid-19 substitiutes",02-Aug-2020
Stuart Broad reveals he considered retiring after omission from first West Indies Test,https://www.espncricinfo.com/story/stuart-broad-reveals-he-considered-retiring-after-omission-from-first-west-indies-test-1228262,'I felt my body go into shakes' - Broad recalls moment he learnt he wasn't playing,02-Aug-2020
"Women's T20 Challenge v WBBL: Alyssa Healy, Suzie Bates upset with BCCI decision",https://www.espncricinfo.com/story/women-s-t20-challenge-v-wbbl-alyssa-healy-suzie-bates-upset-with-bcci-decision-1228261,Reaction after Sourav Ganguly says Indian T20 event would take place on the sidelines of the IPL,02-Aug-2020
India's 2020-21 domestic season might extend until June next year,https://www.espncricinfo.com/story/india-s-2020-21-domestic-season-might-extend-until-june-next-year-1228259,The BCCI is attempting to prioritise the Ranji Trophy in what could be a tweaked format,02-Aug-2020
Sourav Ganguly: Women's T20 Challenge during IPL 'very much on',https://www.espncricinfo.com/story/sourav-ganguly-women-s-t20-challenge-during-ipl-very-much-on-1228251,"BCCI president says there's a ""plan in place"" to conduct a camp for the India women's team",02-Aug-2020
"MS Dhoni a 'pure instinct man' - Rahul Dravid, N Srinivasan discuss data and leadership",https://www.espncricinfo.com/story/ms-dhoni-a-pure-instinct-man-rahul-dravid-n-srinivasan-discuss-data-and-leadership-1228246,"Along with data, ""instinct comes in and ability to read the game, which Dhoni clearly has"", says Dravid",02-Aug-2020
Jonny Bairstow still focused on Test recall after record-equalling fifty,https://www.espncricinfo.com/story/jonny-bairstow-still-focused-on-test-recall-after-record-equalling-fifty-1228239,Record-equalling innings cannot distract Bairstow from ambition to reclaim five-day berth,01-Aug-2020
Nick Gubbins sets out his stall with chanceless unbeaten 150,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/surrey-vs-middlesex-south-group-1227591/match-report-1,Middlesex opener makes his point after fallow 2019 season to set up London derby,01-Aug-2020
Dane Vilas leads from the front as Lancashire make themselves at home on neutral ground,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/lancashire-vs-leicestershire-north-group-1227589/match-report-1,Leicestershire's early inroads thwarted as match takes place at Worcester's New Road,01-Aug-2020
"Steven Davies, Jack Brooks transform Somerset with last-wicket stand",https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/somerset-vs-glamorgan-central-group-1227585/match-report-1,Glamorgan thwarted by feisty partnership after dominant display with the ball,01-Aug-2020
Olly Stone fires for Warwickshire before Rob Yates turns screw,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/warwickshire-vs-northamptonshire-central-group-1227586/match-report-1,Fast bowler makes impact as Northants batting stumbles at Edgbaston,01-Aug-2020
Phil Salt provides the grit as Ajeet Dale and Mason Crane star for Hampshire,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/sussex-vs-hampshire-south-group-1227592/match-report-1,Three wickets apiece for Hampshire bowlers as wickets tumble in South Coast battle,01-Aug-2020
Ben Coad gives Yorkshire upper hand as Durham's batsmen falter,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/durham-vs-yorkshire-north-group-1227588/match-report-1,Fourteen wickets fall at Chester-le-Street as Yorkshire steal a march on Northern rivals,01-Aug-2020
Chris Dent sets the pace before Worcestershire stage fightback,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/gloucestershire-vs-worcestershire-central-group-1227584/match-report-1,Gloucestershire pegged back after formidable start to their Bob Willis Trophy campaign,01-Aug-2020
Heino Kuhn cashes in as Kent make Essex toil at Chelmsford,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/essex-vs-kent-south-group-1227590/match-report-1,South African scores first hundred of Bob Willis Trophy to give his side the upper hand,01-Aug-2020
Haseeb Hameed fires on debut before familiar Notts wobble,https://www.espncricinfo.com/series/bob-willis-trophy-2020-1227582/derbyshire-vs-nottinghamshire-north-group-1227587/match-report-1,Former Lancashire opener makes fifty on debut for new county against Midlands rivals,01-Aug-2020
IPL franchises await news on South Africa players' participation,https://www.espncricinfo.com/story/ipl-franchises-await-news-on-south-africa-players-participation-1228224,There is a strict travel restriction in the country which has placed doubt on the players making their way to the UAE,01-Aug-2020
"Graeme Smith ""aware and willing"" to bring about change in wake of BLM",https://www.espncricinfo.com/story/graeme-smith-aware-and-willing-to-bring-about-change-in-wake-of-blm-1228199,CSA's director of cricket commits to creating a more inclusive environment for the cricketers,01-Aug-2020
Jonny Bairstow blitz carries England to victory despite wobble,https://www.espncricinfo.com/series/ireland-in-england-2020-1198230/england-vs-ireland-2nd-odi-1198248/match-report,"Billings, Willey play good hands as Ireland go down despite Campher's all-round heroics",01-Aug-2020
What to expect from the IPL Governing Council meeting,https://www.espncricinfo.com/story/what-to-expect-from-the-ipl-governing-council-meeting-1228188,"From safety protocols to assigning home grounds, here is what could happen during the Sunday meeting",01-Aug-2020
South Africa's tours of West Indies and Sri Lanka postponed indefinitely,https://www.espncricinfo.com/story/south-africa-s-tours-of-west-indies-and-sri-lanka-postponed-indefinitely-1228190,Graeme Smith says South Africa will look to resume playing sometime November onwards,01-Aug-2020
Jamie Overton: Surrey to sign Somerset fast bowler at end of season,https://www.espncricinfo.com/story/jamie-overton-surrey-to-sign-somerset-fast-bowler-at-end-of-season-1228186,Twin brother Craig and Dom Bess' Somerset deals also up at end of season,01-Aug-2020
Trinidad & Tobago PM warns against breach of protocols at CPL,https://www.espncricinfo.com/story/trinidad-tobago-pm-warns-against-breach-of-protocols-at-cpl-1228180,He also said hosting the tournament won't be a risk with regards to spread of Covid-19,01-Aug-2020
Sanjay Manjrekar awaits BCCI decision on reinstatement to commentary panel,https://www.espncricinfo.com/story/sanjay-manjrekar-awaits-bcci-decision-on-reinstatement-to-commentary-panel-1228182,He says he will follow any guidelines the board may propose,01-Aug-2020
New Zealand head coach Gary Stead could get contract extension until 2023 ODI World Cup,https://www.espncricinfo.com/story/new-zealand-head-coach-gary-stead-could-get-contract-extension-until-2023-odi-world-cup-1228173,"Stead will still have to go throw a ""robust"" interview process this month",01-Aug-2020
"Fidel Edwards misses county season, awarded Hampshire testimonial",https://www.espncricinfo.com/story/fidel-edwards-misses-county-season-awarded-hampshire-testimonial-1228168,Edwards among several Kolpaks unable to reach UK due to pandemic,31-Jul-2020
Sam Billings relishes rare chance for prolonged England ODI run,https://www.espncricinfo.com/story/sam-billings-relishes-rare-chance-for-prolonged-england-odi-run-1228166,"After years carrying drinks, Billings grabs Ireland opportunity with both hands",31-Jul-2020
Sir Ian becomes Lord Botham after being awarded peerage,https://www.espncricinfo.com/story/sir-ian-becomes-lord-botham-after-being-awarded-peerage-1228163,Botham among 18 political peerage nominations announced on Friday,31-Jul-2020
Lanka Premier League: Irfan Pathan in pool of 70 foreign players for draft,https://www.espncricinfo.com/story/lanka-premier-league-irfan-pathan-in-pool-of-70-foreign-players-for-draft-1228164,The BCCI is believed to have cleared the former India allrounder's request,31-Jul-2020
Rahul Dravid: Biosecure environment 'may not be easy to create' for domestic cricket,https://www.espncricinfo.com/story/rahul-dravid-biosecure-environment-may-not-be-easy-to-create-for-domestic-cricket-1228156,"The head of NCA believes that come October, the Covid-19 impact will hit Indian cricket more",31-Jul-2020
Anil Kumble on Monkeygate: People would have accepted we were wronged if we pulled out,https://www.espncricinfo.com/story/anil-kumble-on-monkeygate-people-would-have-accepted-we-were-wronged-if-we-pulled-out-1228155,"His wife ""saw god in her dream"" - Kumble recalls his family's brush with death during the 2004 tsunami",31-Jul-2020
Chennai Super Kings want IPL camp in UAE from early August,https://www.espncricinfo.com/story/chennai-super-kings-want-ipl-camp-in-uae-from-early-august-1228154,Squad asked to assemble in Chennai on August 9; will travel via a charter flight,31-Jul-2020
IPL 2020: UAE board looking to fill '30-50%' of the stadiums with spectators,https://www.espncricinfo.com/story/ipl-2020-uae-board-looking-to-fill-30-50-of-the-stadiums-with-spectators-1228149,Secretary Usmani believes Covid-19 cases in the UAE will reduce by September,31-Jul-2020
Somerset's 12-point pitch penalty deferred to 2021,https://www.espncricinfo.com/story/somerset-s-12-point-pitch-penalty-deferred-to-2021-1228148,Club were docked points for 'poor' pitch in title decider against Essex,31-Jul-2020
County cricket's return: Bob Willis Trophy explainer,https://www.espncricinfo.com/story/county-cricket-s-return-bob-willis-trophy-explainer-1228135,How will the shortened first-class season work? Find out with our comprehensive guide,31-Jul-2020
"Bob Willis Trophy 2020 Preview: Essex, Yorkshire among favourites",https://www.espncricinfo.com/story/bob-willis-trophy-2020-preview-essex-yorkshire-among-favourites-1228130,County cricket returns on Saturday with nine opening-round fixtures,31-Jul-2020
Ireland must find feet quickly against hungry England,https://www.espncricinfo.com/series/ireland-in-england-2020-1198230/england-vs-ireland-2nd-odi-1198248/match-preview,Joe Denly and Barry McCarthy ruled out of series with Boyd Rankin managing back issue,31-Jul-2020
CPL 2020: Dwayne Bravo happy to hand over Trinbago Knight Riders reins to Kieron Pollard,https://www.espncricinfo.com/story/cpl-2020-dwayne-bravo-happy-to-hand-over-trinbago-knight-riders-reins-to-kieron-pollard-1228138,"Bravo wants to concentrate on playing and enjoying the game, says Venky Mysore",31-Jul-2020
County pilots for return of crowds cancelled by UK government,https://www.espncricinfo.com/story/county-pilots-for-return-of-crowds-cancelled-by-uk-government-1228140,Surrey and Warwickshire had been set to allow in fans for return of first-class cricket,31-Jul-2020
Alister McDermott retires at 29 after string of injuries,https://www.espncricinfo.com/story/alister-mcdermott-retires-at-29-after-string-of-injuries-1228124,Craig McDermott's son had recently returned to the Queensland side after a three-year absence,31-Jul-2020
Curtis Campher a 'huge positive' for Ireland after accomplished debut,https://www.espncricinfo.com/story/curtis-campher-a-huge-positive-for-ireland-after-accomplished-debut-1228102,"Top-scoring for his team and claiming a wicket with his fourth ball, young import makes impressive start",31-Jul-2020
"TNPL 2020 postponed again, may not happen this year",https://www.espncricinfo.com/story/tnpl-2020-postponed-again-may-not-happen-this-year-1228117,TNCA will now look at November 2020 or March 2021 to hold the tournament,31-Jul-2020
"First CPL, then IPL - Mitchell Santner, Ish Sodhi, Brendon McCullum set for four-month T20 whirl",https://www.espncricinfo.com/story/first-cpl-then-ipl-mitchell-santner-ish-sodhi-brendon-mccullum-set-for-four-month-t20-whirl-1228110,The trio will stay overseas from this week to early November,31-Jul-2020
David Willey enjoys five-star return after 'rollercoaster' England ride,https://www.espncricinfo.com/story/david-willey-enjoys-five-star-return-after-rollercoaster-england-ride-1228100,Seamer had fallen out of love with the game but grabbed opportunity after recall to face Ireland,30-Jul-2020
Jonny Bairstow to play in Bob Willis Trophy as he pushes for Test recall,https://www.espncricinfo.com/story/jonny-bairstow-to-play-in-bob-willis-trophy-as-he-pushes-for-test-recall-1228091,"Wicketkeeper-batsman ""disappointed"" with Test omission but ready to press his case in first-class competition",30-Jul-2020
David Willey sets up England victory as Sam Billings brings it home,https://www.espncricinfo.com/series/ireland-in-england-2020-1198230/england-vs-ireland-1st-odi-1198247/match-report,"Willey's maiden ODI five-for sets target of 173, which Billings makes light work of with unbeaten fifty",30-Jul-2020
"Ahead of IPL Governing Council meeting, questions on Covid-19 testing and bio-bubbles",https://www.espncricinfo.com/story/ahead-of-ipl-governing-council-meeting-questions-on-covid-19-testing-and-bio-bubbles-1228068,It's expected that protocols for the tournament in the UAE will be finalised at the meeting on August 2,30-Jul-2020
"Haris Rauf finally tests negative for Covid-19, set to fly to England",https://www.espncricinfo.com/story/haris-rauf-finally-tests-negative-for-covid-19-set-to-fly-to-england-1228065,"He had undergone six Covid-19 tests until July 20, out of which five were positive",30-Jul-2020
Sri Lanka Cricket vice-president K Mathivanan quits following allegations of impropriety,https://www.espncricinfo.com/story/sri-lanka-cricket-vice-president-k-mathivanan-quits-following-allegations-of-impropriety-1228064,"After resigning, he alleged that 'the current administration carries out their duties without transparency'",30-Jul-2020
MPCA's cricket committee questions appointment of Chandrakant Pandit as coach,https://www.espncricinfo.com/story/mpca-s-cricket-committee-questions-appointment-of-chandrakant-pandit-as-coach-1228061,"Says it was not consulted on the matter, four months after the decision",30-Jul-2020
"A world away from World Cup glory, one-day cricket is back on English soil",https://www.espncricinfo.com/series/ireland-in-england-2020-1198230/england-vs-ireland-1st-odi-1198247/match-preview,England and Ireland prepare for the first of three ODIs to be played behind closed doors in the space of a week,29-Jul-2020
Eoin Morgan: England's white-ball depth the best it has been,https://www.espncricinfo.com/story/eoin-morgan-england-s-white-ball-depth-the-best-it-has-been-1228035,"Captain says selections driven by need to have ""experienced guys making good decisions under pressure"" for coming World Cups",29-Jul-2020
England name unchanged squad for first Pakistan Test,https://www.espncricinfo.com/story/england-name-unchanged-squad-for-first-pakistan-test-1228029,Six senior fast bowlers included in 14-man squad as England mull options,29-Jul-2020
"World Test Championship progressing as planned, says ICC",https://www.espncricinfo.com/story/world-test-championship-progressing-as-planned-says-icc-1228021,"Allardice, general manager cricket operations, keen on making sure all postponed series take place when possible",29-Jul-2020
Stuart Broad achieves four-year high in ICC Test bowlers' rankings,https://www.espncricinfo.com/story/stuart-broad-achieves-four-year-high-in-icc-test-bowlers-rankings-1228019,"The fast bowler has moved seven places to No. 3, a position he last occupied in August 2016",29-Jul-2020
"Jermaine Blackwood, Roston Chase, Shannon Gabriel top West Indies report card",https://www.espncricinfo.com/story/jermaine-blackwood-roston-chase-shannon-gabriel-top-west-indies-report-card-1228018,We give marks out of ten for West Indies' 2-1 series loss which saw England reclaim the Wisden Trophy,29-Jul-2020
Kapil Dev: 'Sachin Tendulkar never became a ruthless batsman',https://www.espncricinfo.com/story/kapil-dev-sachin-tendulkar-never-became-a-ruthless-batsman-1228016,"India's former captain also looks back on his own record, and the other premier allrounders of his era",29-Jul-2020
"Kevin O'Brien: 'We've brought Irish cricket as far as we can, now it's up to the younger guys'",https://www.espncricinfo.com/story/kevin-o-brien-we-ve-brought-irish-cricket-as-far-as-we-can-now-it-s-up-to-the-younger-guys-1227996,"Ireland have come ""a long way"" since famous victory in Bangalore, says allrounder",29-Jul-2020
David Warner: Don't see Sunrisers Hyderabad captaincy as 'redemption tale',https://www.espncricinfo.com/story/david-warner-don-t-see-sunrisers-hyderabad-captaincy-as-redemption-tale-1227992,Players from England and Australia might join the IPL late after completing their white-ball series in September,29-Jul-2020
Suresh Raina: 'Rohit Sharma is the next MS Dhoni of the Indian team',https://www.espncricinfo.com/story/suresh-raina-rohit-sharma-is-the-next-ms-dhoni-of-the-indian-team-1227988,"Rohit Sharma leads from the front and respects the dressing-room atmosphere, Raina points out",29-Jul-2020
Umar Akmal's ban halved from three years to 1.5 years,https://www.espncricinfo.com/story/umar-akmal-s-ban-halved-from-three-years-to-1-5-years-1227989,He will remain suspended effectively from February 2020 till August 2021,29-Jul-2020
Rajat Bhatia announces retirement from all forms of cricket,https://www.espncricinfo.com/story/rajat-bhatia-announces-retirement-from-all-forms-of-cricket-1227984,"Having pursued a course in the USA, the Ranji Trophy winner wants to now shift focus to a career in biomechanics",29-Jul-2020
WBBL: Beth Mooney quits Brisbane Heat to fill Meg Lanning's shoes at Perth Scorchers,https://www.espncricinfo.com/story/wbbl-beth-mooney-quits-brisbane-heat-to-fill-meg-lanning-s-shoes-at-perth-scorchers-1227983,"Mooney, part of Heat's title-winning sides in the last two seasons, signed a two-year deal with Scorchers",29-Jul-2020
Stuart Broad on 500 wickets: 'I want to be the person who changes the game',https://www.espncricinfo.com/story/stuart-broad-on-500-wickets-i-want-to-be-the-person-who-changes-the-game-1227977,England seamer is not ready to call it quits just yet after landmark achievement,28-Jul-2020
Jason Holder calls on ECB to show gratitude with reciprocal tour,https://www.espncricinfo.com/story/jason-holder-calls-on-ecb-to-show-gratitude-with-reciprocal-tour-1227976,"Fatigued team fly home with gratitude from hosts, but CWI desperately needs income, says captain",28-Jul-2020
West Indies' listless batsmen owe their fast bowlers an apology,https://www.espncricinfo.com/story/west-indies-listless-batsmen-owe-their-fast-bowlers-an-apology-1227975,Can Hope and co. look Gabriel and Roach in the eye after their efforts in this series?,28-Jul-2020
Virat Kohli: Mayank Agarwal's character on the Australia tour stood out for me,https://www.espncricinfo.com/story/virat-kohli-mayank-agarwal-s-character-on-the-australia-tour-stood-out-for-me-1227960,He also mentioned how Hanuma Vihari took up opening despite being a middle-order batsman,28-Jul-2020
Stuart Broad takes ten to mark 500th wicket with series victory,https://www.espncricinfo.com/series/west-indies-in-england-2020-1198221/england-vs-west-indies-3rd-test-1225249/match-report-5,Chris Woakes takes five as England beat the weather to complete 2-1 series win,28-Jul-2020
Five South Africans to miss CPL after failing to confirm travel arrangements,https://www.espncricinfo.com/story/five-south-africans-to-miss-cpl-after-failing-to-confirm-travel-arrangements-1227948,"Imran Tahir, who had stayed back in Pakistan after the PSL, will take part in the T20 tournament",28-Jul-2020
James Anderson backs Stuart Broad to break England record as he claims 500th Test wicket,https://www.espncricinfo.com/story/james-anderson-backs-stuart-broad-to-break-england-record-as-he-claims-500th-test-wicket-1227941,Fast-bowling partner in awe of team-mate's enduring ability to get on a roll,28-Jul-2020
R Ashwin: Disallow the run or give bowler a 'free ball' for non-striker backing up,https://www.espncricinfo.com/story/r-ashwin-disallow-the-run-or-give-bowler-a-free-ball-for-non-striker-backing-up-1227937,The Indian spinner wants technology to help spot and penalise batsmen straying outside his crease,28-Jul-2020
"Ireland name uncapped Curtis Campher, Harry Tector for England ODI series opener",https://www.espncricinfo.com/story/ireland-name-uncapped-curtis-campher-harry-tector-for-england-odi-series-opener-1227938,"Tector, who has 20 T20I caps, and Curtis are part of the 22-man Irish group staying on-site at Ageas Bowl",28-Jul-2020
David Warner eyes Stuart Broad rematch after paceman's recall,https://www.espncricinfo.com/story/david-warner-eyes-stuart-broad-rematch-after-paceman-s-recall-1227929,'The way he's been bowling the last 18 months has been outstanding',28-Jul-2020
SCG's 'keeper returns for youth homeless sleepout,https://www.espncricinfo.com/story/scg-s-keeper-returns-for-youth-homeless-sleepout-1227925,Phil Emery will join the likes of Mitchell Starc and Alyssa Healy for the Sport Stars Sleepout to raise money for the homeless,28-Jul-2020
Covid-19 restrictions might make David Warner 'rethink' international future,https://www.espncricinfo.com/story/covid-19-restrictions-might-make-david-warner-rethink-international-future-1227914,"Players with families might choose to retire, the Australia batsman says, instead of long stints on the road",28-Jul-2020
India women's England tour cancellation 'not a case of neglect' - Shanta Rangaswamy,https://www.espncricinfo.com/story/india-women-s-england-tour-cancellation-not-a-case-of-neglect-shanta-rangaswamy-1227913,"The situation was out of BCCI's control, says Apex Council member",28-Jul-2020
Afghanistan Cricket Board sacks its CEO for 'unsatisfactory performance' and 'misbehaviour',https://www.espncricinfo.com/story/afghanistan-cricket-board-sacks-its-ceo-for-unsatisfactory-performance-and-misbehaviour-1227909,Lutfullah Stanikzai was let go two years before his contract expires,28-Jul-2020
"Wahab Riaz, Sarfaraz Ahmed in 20-man Pakistan squad for England Tests",https://www.espncricinfo.com/story/wahab-riaz-sarfaraz-ahmed-in-20-man-pakistan-squad-for-england-tests-1227907,Riaz replaces Haris Sohail while Ahmed slots in as the second-choice wicketkeeper,27-Jul-2020
Andre Russell wasn't unhappy with me - Dinesh Karthik on IPL 2019 spat,https://www.espncricinfo.com/story/andre-russell-wasn-t-unhappy-with-me-dinesh-karthik-on-ipl-2019-spat-1227904,"""If I didn't have a great relationship with him, I think it could have spiralled into something nasty,"" captain says of star allrounder",27-Jul-2020
Governing Council meeting on August 1 likely to finalise IPL 2020 schedule,https://www.espncricinfo.com/story/governing-council-meeting-on-august-1-likely-to-finalise-ipl-2020-schedule-1227902,"Other matters up for discussion are venues, training facilities and quarantine measures against Covid-19",27-Jul-2020
"Rory Burns, Dom Sibley made of 'right stuff' as openers, says Andrew Strauss",https://www.espncricinfo.com/story/rory-burns-dom-sibley-made-of-right-stuff-as-openers-says-andrew-strauss-1227900,"England incumbents should 'relish challenge' of Ashes tour in 2021-22, says former captain",27-Jul-2020
CPL schedule: Trinbago v Guyana to kick off 2020 season,https://www.espncricinfo.com/story/cpl-schedule-trinbago-v-guyana-to-kick-off-2020-season-1227899,"""This year will be a different CPL, but the standard will be higher than ever,"" says tournament CEO O'Donohoe",27-Jul-2020
Rain holds up England as West Indies ponder Wisden Trophy escape plan,https://www.espncricinfo.com/series/west-indies-in-england-2020-1198221/england-vs-west-indies-3rd-test-1225249/match-report-4,Final-day requirements are clear for both sides - so long as the rain stays away,27-Jul-2020
Pakistan domestic cricket likely to start with T20 Cup in September,https://www.espncricinfo.com/story/pakistan-domestic-cricket-likely-to-start-with-t20-cup-in-september-1227864,Matches of a single tournament maybe limited to one venue to manage logistics,27-Jul-2020
Andrew Strauss: Stuart Broad is still at the top of his game,https://www.espncricinfo.com/story/andrew-strauss-stuart-broad-is-still-at-the-top-of-his-game-1227861,Former England captain believes senior seamer is bowling better than ever at age of 34,27-Jul-2020
Fans allowed to attend first-class cricket for first time since March as pilot scheme extended,https://www.espncricinfo.com/story/fans-allowed-to-attend-first-class-cricket-for-first-time-since-march-as-pilot-scheme-extended-1227859,"Surrey, Warwickshire's Willis Trophy fixtures opened up to members",27-Jul-2020
Cricket South Africa holds first cricket for social justice meeting to respond to Black Lives Matter movement,https://www.espncricinfo.com/story/cricket-south-africa-holds-first-cricket-for-social-justice-meeting-to-respond-to-black-lives-matter-1227857,"Smith and Faul were not present after the board asked them not to attend, which disappointed the participants",27-Jul-2020
Pakistan team faced with legal threat of equipment being seized,https://www.espncricinfo.com/story/pakistan-team-faced-with-legal-threat-of-equipment-being-seized-1227852,Cricket team caught in crossfire of dispute between a private firm and the Pakistan government,27-Jul-2020
Lanka Premier League to start on August 28,https://www.espncricinfo.com/story/lanka-premier-league-to-start-on-august-28-1227854,"Five teams based in Colombo, Kandy, Galle Dambulla and Jaffna will be participating",27-Jul-2020
England v Ireland ODI squad 2020: Winners and losers,https://www.espncricinfo.com/story/england-v-ireland-odi-squad-2020-winners-and-losers-1227849,Joe Denly the continuity selection while Sam Hain and Phil Salt among batting hopefuls who miss out,27-Jul-2020
"Reece Topley wins ODI recall, Sam Billings and David Willey back to face Ireland",https://www.espncricinfo.com/story/reece-topley-wins-odi-recall-sam-billings-and-david-willey-back-to-face-ireland-1227847,Surrey left-armer Reece Topley could play his first ODI in more than four years,27-Jul-2020
IPL 2020: Emirates Cricket Board waits for India government nod to 'ink the final deal' with BCCI,https://www.espncricinfo.com/story/ipl-2020-emirates-cricket-board-waits-for-india-government-nod-to-ink-the-final-deal-with-bcci-1227846,"""We will work together to ascertain the best practices to support and deliver on a successful edition""",27-Jul-2020
TV umpires to call front-foot no-balls in ODI Super League,https://www.espncricinfo.com/story/tv-umpires-to-call-front-foot-no-balls-in-odi-super-league-1227843,The ICC had used the technology to monitor overstepping during the Women's T20 World Cup earlier this year,27-Jul-2020
Cricket comes home as spectators make cautious return to Kia Oval,https://www.espncricinfo.com/story/cricket-comes-home-as-spectators-make-cautious-return-to-kia-oval-1227817,Fans watch friendly between Surrey and Middlesex as trial event for spectator return,27-Jul-2020
England v Ireland to kick off World Cup Super League on July 30,https://www.espncricinfo.com/story/england-v-ireland-to-kick-off-world-cup-super-league-on-july-30-1227834,Top seven sides apart from hosts India will qualify for the 2023 ODI World Cup,27-Jul-2020
New CA financial chief Samantha Douglas to start amid grants dispute,https://www.espncricinfo.com/story/new-ca-financial-chief-samantha-douglas-to-start-amid-grants-dispute-1227826,She will be a key figure as the board works to resolve the impasse with the states,27-Jul-2020
Phil Salt assault sets up comfortable England Lions win over Ireland,https://www.espncricinfo.com/series/ireland-in-england-2020-1198230/ireland-vs-england-lions-tour-match-1227784/match-report,Opener thrashes 100 to put himself in frame for ODI debut,26-Jul-2020
"Naseem Shah, Shaheen Afridi among wickets as batsmen continue to struggle",https://www.espncricinfo.com/series/other-matches-2020-1227828/team-green-vs-team-white-tour-match-1210344/match-report-3,Abid Ali and Azhar Ali again fail to make most of opportunities for time in the middle,26-Jul-2020
Simmons defends West Indies batting in 'toughest' conditions,https://www.espncricinfo.com/story/simmons-defends-west-indies-batting-in-toughest-conditions-1227812,"Head coach wants one of his players ""to set themselves targets of getting a big hundred"" in bid to save Test",26-Jul-2020
Stuart Broad claims six in the day as England tighten grip in decider,https://www.espncricinfo.com/series/west-indies-in-england-2020-1198221/england-vs-west-indies-3rd-test-1225249/match-report-3,Rory Burns scores 90 as England declare before taking two quick wickets before close,26-Jul-2020
Qazi Onik banned for two years for failing dope test,https://www.espncricinfo.com/story/qazi-onik-banned-for-two-years-for-failing-dope-test-1227795,The left-arm quick tested positive for Methamphetamine during an NCL match,26-Jul-2020
"IPL 2020: 'Will be slightly easier to monitor ACU activity in the UAE,' says Ajit Singh",https://www.espncricinfo.com/story/ipl-2020-will-be-slightly-easier-to-monitor-acu-activity-in-the-uae-says-ajit-singh-1227780,BCCI's Anti-Corruption Unit head says shifting IPL 2020 away from India won't hamper intelligence gathering,26-Jul-2020
"PCB came under pressure over England tour after positive Covid-19 tests, says CEO",https://www.espncricinfo.com/story/pcb-came-under-pressure-over-england-tour-after-positive-covid-19-tests-says-ceo-1227771,"But, he says, the Pakistan board decided to go ahead with the series to do its part for the resumption of cricket",26-Jul-2020
